package_name,tracker_name,file_hash,version_code
it.mondadori.casafacile,Ad4Screen,0015367B80DB7C89967E6F1342A1A15CBE5076C1B6F65F8A764EC262B597CFF8,100014
com.zando.android.app,Ad4Screen,00401002135648D9087DBB6326B0203F01C8DB70D8AAA0A5C0694D46C93E8873,268
com.hometogo,Ad4Screen,00DC441B92D3BB2AA9B21A02D486E3D82E676A63FA497C957C744ADB44BB1083,504
com.hrs.b2c.android,Ad4Screen,00E00716EC0DA676A270CC9AD9D3F8CDB3520E4D522A62A19533C18C3BF511FE,8280101
com.adeo.android.app,Ad4Screen,00F50607313B7190B4CF43159530FEA15B36BAC0348B314992CF73135CD1A05B,62328
com.paperlit.android.tribunadonorte,Ad4Screen,0118677DC902651F4E5003FFDC6F85468CC1531B72C364A2B42E1CE60E1D7ED7,100006
com.paperlit.android.barcheamotore,Ad4Screen,0148BF94112CE223A9E8F32FFF5564A00275708F21E7B15389E8617CC0F77A2C,100013
it.rcs.corriere,Ad4Screen,015C89A733124BBBDC1D486238C502DF4936C69B6759215E3AAF798E6C90A9FA,6030977
cat.tv3.eng.tresac,Ad4Screen,01A63528F42A82EB8B631144885234B2C0FA5EC04F586732C55B4C23A81933DD,2022101709
com.sisal.sisalpay,Ad4Screen,01BED9BC1C247BB0BC7B8E50DCF6229AC066E2DD80994E361AEB01C9127828D7,7146
com.viamichelin.android.gm21,Ad4Screen,01C0809D75D3C5D1B5A2FDDA2768E51326572C185CC295866134D1906B9A7F93,7031
fr.redshift.cheriefm,Ad4Screen,01C388109B49BF9AC2A5C0F202706D5DEDD0590251FA4AAE4BCF91E65FE0293E,2418
fr.airweb.izneo,Ad4Screen,01F06CE831B9CBC3083348D9BA3A780E08F2EE494DB1EA250A12FBA721DF67F1,32248
com.paperlit.android.youtech,Ad4Screen,01F4B900F9EAA163C7694D385093AF978B9E2DB52B755E7B7CC18051909A3CD0,100014
com.sarenza,Ad4Screen,021BC52D87C39D8FA667F82E086BA8C4234A3D855BA42BD41E0C11155CC18404,50100000
ae.sephora.sephorauae,Ad4Screen,022BF61E42E97FA898717430E6D4130ED60CED5B6C0192560D46DC133BC235AC,1662500167
fr.redshift.nostalgie,Ad4Screen,023B31EB5FA83CA4EC306143211E94AE910CC38AFDC6EA0C43F89C09E027202E,2672
com.paperlit.android.opificium,Ad4Screen,0260D731CDB8D9991A26BAF20715EFF387069A8D6F78030AFFF94CFD833155C2,100010
com.privalia.mex,Ad4Screen,0271CE668A3E6BB4946C6242F665D3084D4A5BCC7A808D680A9B7992475A03B9,2403
it.italotreno,Ad4Screen,0281DFFC8A600ED8218FCE4A803FBE5D39C87B62D00247592F792A44B65371AE,479
com.paperlit.android.filmtv,Ad4Screen,02DEB0B8BE3A7E4A9C4FAEF2A566868BD97141A40BD8E6C61B72049FBC9B25D2,100019
com.maaf.maafetmoi,Ad4Screen,02F9AF24F07D83A55C2E302184D7D5530BADCE5EB44F159756518A296EA12274,23011
com.paperlit.android.trailerlife,Ad4Screen,0312005A02870CAF68B98F21B9323B0C6153CCE23976103D25FB3C38FFD27B3A,100014
fr.mgen.mgen,Ad4Screen,0321C9059089FD65B5FBAA60939458AAB1A06876A7FEEE8C921F428A50D9949E,975
com.netzstrategen.newspaperapp.grenzecho,Ad4Screen,0326D28CABA89B3E2F1C10EDC6C9470CA5715BA198EF10034223DFBB4934D4B7,806
com.paperlit.android.forbesbrasil,Ad4Screen,03650B7FEA000901CFCBB43AD27CF5D1E9402957EB5F4AC73389BD86183BFE6C,100035
net.ilius.android.dating.ourtime.match,Ad4Screen,0372A00F495F94879764FB07CC333798176E80FF30804449CC008D82D782B8C8,59101
com.jumia.android,Ad4Screen,0381BFDF0898CB688F72C83054A3BA2004829CD1C0D74C9160682305EA994303,275
net.ilius.android.meetic,Ad4Screen,038F8954752C7E430CDBFE06C0487571CABB0EFB754E8720C2E70251A4558BDE,59502
ch.davos.prototype,Ad4Screen,03BCC231726ABEB9E681A063C425585C7E11D966AEE203F092B52815B34B4B6A,130
com.carrefour.fid.android,Ad4Screen,03C32384D9C2A3AF868C340E742CB86266D73F9917EAC93CAE8F093FB6940DD5,987
it.mondadori.sorrisiecanzoni,Ad4Screen,03D88652A00B1AF1F276E6845097CAEC461C2DC08C969AAE3C2D65FE41FC89B3,100010
com.bazarchic.android,Ad4Screen,0409FBCBE17B859835A76003CA455DE0E56CFCA199AF471D9220AF1BFD4666DB,611
de.flixbus.app,Ad4Screen,0458C9C6112D3D3CEC23FF0409D0EDE7DE9B3B2BF07E654E6CBE204D07909167,6260
net.bnpparibas.mescomptes,Ad4Screen,045A4CB7D0AB0C1CD90827681CBD74342F3407F2FC9A13823A319BE98049F87B,405302114
com.app.klipboard.phone,Ad4Screen,047B6630FF415FACC20A944C55FE3C298A688578099AD062222D5EEAFDA10456,41
de.zalando.lounge,Ad4Screen,0480DBF2E67E29B2F2B0579A63FD24F69EBA2E8E8A3D91E9CEB3C01C610B725C,353
it.Gruner.Focus,Ad4Screen,049FB49818CC352D5EEFFFE6F353EC746BDF7D382795F04A8482405CA3D1F206,100020
de.outfittery.app,Ad4Screen,04BB1828D0254876548A8326F35A9DE19DFB35F1DB948A04864519B4D23C2BF0,701356
com.directenergie.maconso,Ad4Screen,04DC3C9B38D35548E3E1DC8CE1C4553AABD7AC2AA85F648618A6D8DF47DC2971,222
it.Gruner.FocusJunior,Ad4Screen,05083DB743276D041A5C9C3F43F9DFA0BB7101E6E9CC3353F413EA58BA59E0AB,100014
de.quelle.shop,Ad4Screen,0529A6BBDEB3AE63FFEEC13F6BD61E29AE04BB9F39EA9E0FCFBE4BB2A3813375,5699
fr.sciencesetavenir.androidapp,Ad4Screen,05B355983A61430AFA02FD02095214F880BDB6324294CE2490E6BAB95C5709F5,77
fr.boulanger.application,Ad4Screen,05B534C06292F50E609B5AF5A13EF985B5A33D60D7AE972BD88A9BF5070123DC,3736
com.guichevirtual.android,Ad4Screen,06427D7377B4FEA9A9C3E7841606F17F4422B6E7E6FAE2D95AEFD984D3361858,20003308
com.esprit.espritapp,Ad4Screen,0655E8E66C362D17D12ACD6B87682F4F79D225A7AE129CBCA7A414185334D5A5,5100
com.holosfind.showroom,Ad4Screen,06935A268D87C8086AD7A37BFCB09C1D9C63BAB8DF3CA5DEC23D09BFA55E42FB,629384
com.orange.owtv,Ad4Screen,06C7FA1A7B613F43BC90837B2BC1357354DFD1FD9C27934C4BAC598C1B5EC75C,5316
de.zalando.prive,Ad4Screen,06C8147B4D1BEA3743DBB51418593F127E502300175D4AA2DFF153F8CBF15B70,349
com.mbanking.cmb,Ad4Screen,06D8F6A780DE71A40525EE37695C09C6EAC9D45BA677E8B7304E7CE535CD96D6,35
com.audaxis.nordlittoral,Ad4Screen,06DB941E6767C5D6120574B7B389B26E19D7FA72230B7F6E3BF04FE95B9B13FF,717
it.fabbricadigitale.android.videomediaset,Ad4Screen,06F15524F56E243B532FC72EBF4B2843615E65EA2D7EEF5CC030E10C6AB6D2B4,611000013
com.paperlit.android.stanleygibbons,Ad4Screen,071ED696EA1E4BEFDF2B0AB2DAED46F6FF9E5E8C2F6ACEF5703D2454BF13DAB8,100005
com.audaxis.mobile.vdnnews,Ad4Screen,0723003FBED10D98B1A8BB2010994ABB5EC351444D765995EF9FB59C674132A0,793
com.paperlit.android.corrieredisaluzzo,Ad4Screen,07242C1AD514720727627D2BCF7976778CBCA80DBC342678CC0BE0E2F5132D71,100004
com.lemonde.morning,Ad4Screen,076D039E9DCDA0E825D48597F2BA98721844F7D3E1CA917C83FC5A29B73652C6,160070140
net.ilius.android.dating.ourtime,Ad4Screen,07786B21ED9FE6F2FC9F504C8D399285384B96A22FF322009D9F5E2233DC0C94,61001
cdiscount.mobile,Ad4Screen,077A5228E182A6BEB19EA81CD9FB7C73686E862799B4866BDDCC1984CC03DC06,919
it.mondadori.starbene,Ad4Screen,07A7BEE0C635C4ED767635FD2B0824BFC41932E3104F5108D39333C9990DC224,100020
com.directassurance.service.auto,Ad4Screen,07C9B3D599FF7D968EA907B76828490ECAB2BD66FCF0EDED5D4BC64B5FC9EBBC,98
com.ocito.laredoute,Ad4Screen,07D2BE852C96C15A1CB08E43D23C876BF17A234D9894E9D5091FFD20F57249D0,1940
com.viamichelin.android.viamichelinmobile,Ad4Screen,07DABEEB7AE7FD8913F7B0895F6B6752CFE8BE0842D7CEE4D05FD81D787342FF,99906
it.hearst.cosmopolitan,Ad4Screen,07DB579ADFF68AD24CE162AB2A42FC3E02F4E4D919C9CE07A2149A05C42E7C01,100004
pl.alto,Ad4Screen,080EADD8944BD07B7F1A28EA5A49EB07B7D324403DA8CD4061FFFE59CD8282E8,1062002
com.adecco.worker,Ad4Screen,0819F0569E05E9204CFF5670D30B29EF62D6B1D02D5D3B5F7C6D3056DC88FD42,210
com.equidia,Ad4Screen,084AD92A1E8185468B7B62EBBB407559473C4885F1547A3B824E909443AB3067,510
fr.laposte.lapostemobile,Ad4Screen,089BBB8894D6310D229E08EB59B2D3B2103A4A80704C771BE7A29AAD901439D0,654
de.rossmann.app.android,Ad4Screen,089C3D6D0CDA72E8AFC749E1A328431ABE62ABA1C10538FABFB80986C4978C6D,421000035
com.paperlit.android.beautybusiness,Ad4Screen,08A2BC97615EB20EA72A0CE65E974D0C0C9F0FCFDD647FC2F2374DFD223AC446,100010
com.audaxis.mobile.sudpresse,Ad4Screen,08A7838D05E4D8135366AA42BDC7FCE281A7A4EDCFEE90E9F0DE41C22FD4BF3F,748
com.selogerplus.android,Ad4Screen,08C07BDFC5633160D3FC8E8A60167934AB3FEC6BA9E8EB14F93C88359E54BF4B,21703
de.limango.shop,Ad4Screen,08C08F19FF65D6EF2E6C51A68BF4F377CD2F7FDBCE0B84C7BFE99984D66B49C0,331
lu.takeaway.android,Ad4Screen,08E0F21F0EF2A67E22590F34818BEF8A0D64721B01973647815AD5AFEFD921C4,1610000463
fr.banquemarze.cyberplus,Ad4Screen,097A233FE37A1C07A5B7BF14C51F90EFD8AA7D6EC664C0DCE44C6AF608D4DBC9,21032301
fr.airweb.laisnenouvelle,Ad4Screen,0986A16A1A74E0112F181D5E61DF2C74376ACF3C596A541CA2FC00BE92D68027,816
com.paperlit.android.swisswine,Ad4Screen,099559547AE72E5AFC32EB4129F197C7E2CEA43702C9C899CB0A1D7D965E46E1,100013
com.paperlit.android.posta,Ad4Screen,09BF66615587DAA07A4FB41A29FF6C92C1BF9F7C2D2C0A53786E8E6ACF5262F8,100009
com.paperlit.android.archeologiaviva,Ad4Screen,09E63F9E5B63CA49120ACD20921C254B5BD41A8C17F05268E4342CC13890D5E9,100010
it.rcs.corrierede,Ad4Screen,09FAE02D38B68BFDDD11D1A397C72D82E13E7FCBEDB48C82B03B546E00DD5F8D,249
fr.creditmaritime.cyberplus.pro,Ad4Screen,09FCCF930793F839EA22726014746BA49E3C1348D1229F9F7AAFAA642A5A77DB,21020301
com.mazars.mazarslive,Ad4Screen,0A325EED6E08D888FE35670D3FE76348E3229CF2FF7EFDBCBD395F87B9BA7097,28
com.venteprivee,Ad4Screen,0A53F96B5C5972D288CB7ABED9E89E06664EF6F4AE8F9AE5FF4BE47AFA17432F,2023692623
fr.banquemarze.cyberplus.pro,Ad4Screen,0A938EE6FD9EAA198315538F06038A4EFAB44B3732243425F5909E7210001C95,23011101
lv.rimi.card,Ad4Screen,0AD67765A9F5AD8A3E4549830EF368ADFA0EDF995C0E670DD7FAB71DC5E44BE3,423
com.esdemarca,Ad4Screen,0ADD39967CAE5500B770DBF2BEC74A7BDD86EBF5464D602D99AB4A35C1D073BE,77
it.mondadori.casabella,Ad4Screen,0AF0CE064895AE912653797B63C8E4CB57DEF4E4ECE81B311AA629541549E656,100021
net.ilius.android.match,Ad4Screen,0AF201DD37C19C24F84FE47B794EC3A117740C65C471EF753163E9F734189CBC,60100
de.radio.android,Ad4Screen,0B31E18DF0583DC9658BD309BCEFA13A62332839540D6CD25EBF52E31F928512,6073
com.paperlit.android.cucinainternational,Ad4Screen,0B4EE356AC3F41EEE5AA3CED9325B008B20976BD2DC8B94BB896855F65D39006,100012
fr.bnpp.digitalbanking,Ad4Screen,0B539CE2FB1945E023B880AAF9AFBBDDA418585CAC1B661BF277334A614AAF0B,303616049
com.afklm.mobile.android.gomobile.klm,Ad4Screen,0B7BB21135C45AB0F307B5AEC08BC7CC9C38EC15F759486DE937FAF8B779462F,37444
cat.catradio.eng,Ad4Screen,0B988ACEC68B43F38D9A89CCAA9FD9DFA32DFC4531C69900024DF14E0BB030B2,2023013012
com.domusvi.familyvi.family,Ad4Screen,0BB353E2D65A6175B5E931DD1AFCC4CC4664079372ED19064739FF87010D1CAD,87
it.rcs.gazzettaflash,Ad4Screen,0BD29309D8BB5FA5EF8CD90161B04F72A60B08E172D49549942BD01A78438E85,183
com.stonewash.finehomebuilding,Ad4Screen,0BED7D9D11E802DAD38A94F4FB283B74D978F5C8DC22BB2D9168E1527DC6A466,100013
com.direction,Ad4Screen,0C2B1ABB545ACBE56DADF341F4EF5E4C35CD6C4CBB2A628CD6E65E11C1079482,429
com.privatesportshop.app.prod,Ad4Screen,0C326B7E20C384AE01576B64C9C5E6CB70D32D3D8703841FD4EEFE5FF21883DA,10010307
fr.lepoint.android,Ad4Screen,0C446396E157A4924E8E3DCB24A9B8663A00DBD4BCDDA326ED2292D894D4911C,8050201
com.pagesjaunes,Ad4Screen,0C8604F8E940BB305DF91E0A9463CF280FD9A33C5DD8BB229A195CE4CFC98210,20230117
com.lemonde.androidapp,Ad4Screen,0C929B3F8E0A92784CBDCE1CC71DB2F22729DA80F3C9498BF1C4E6ECBA0FE8DD,900000228
com.falabella.falabellaApp,Ad4Screen,0CBB32EAFB6D673B54D2A2DE1C08F8ADD5A3708FA28C53A1B813031A5016156D,273
net.ilius.android.lexa,Ad4Screen,0CBD24E102B0ED09C0DFEA98784149A00079EAA6C0AA4060BC81854A4690F776,54603
fr.bdp.cyberplus,Ad4Screen,0CDC79BAD5F52917FE6EB9043FB3D51E0814BF64A4EA7899B9D4696587843B9F,21020301
com.airfrance.android.dinamoprd,Ad4Screen,0CE315F7A9B9B8DD7CC6E0A494742A37784D1F4C1B7F45A3CBDD784403CDCA79,70139
fr.momox,Ad4Screen,0CEFF37978605173403923A27C5AFCB308A823C43FBC1DDD1F8B37BF9802F3DF,1661149
com.audaxis.mobile.courrierpicard,Ad4Screen,0CF83F562954E2F4457DD5BE17D39804648C634508ECF5F7365E94F596297236,817
de.antenne.android,Ad4Screen,0D04B3F9B755C4585AD9C8A115E59E03090A1A296F05663B93718C7EE0927C9D,923
com.fivory.prod,Ad4Screen,0D10ECCD8BB40C9E23EE0649A3CAAAFF9267A661F4CCDE29204048A702228B98,1812472604
org.app.myaliv,Ad4Screen,0D4421DF25D1F5E55A66DFFB782B343A97F8DC4FCAEB0710602668CEA8A1F8F9,179
com.lespetitsbilingues.lespetitsbilingues,Ad4Screen,0D56D3F149C085D5079A2BA95E759DD0C2A39B4C424D94E17720190D60397206,24
com.palatine.android.mobilebanking.prod,Ad4Screen,0DDF3655B6EAF5096006E96CFBAC6E829D30374FC3953ED1D0E3E64146B3F63A,23120402
com.netcosports.andduisburg,Ad4Screen,0E0A0361F39DF2FAED054B1E722DCD0EE14AA0CE74E0D3473C56181431AECEBC,61
de.zalando.mobile,Ad4Screen,0E28ACD6DC8E45128B336D0F516BFAA29DF1E270D0F901E1022A09E5CAD7DA95,934
com.paperlit.android.gazzettadalba,Ad4Screen,0E4EE446EE6D5714AF9D4E3C5885A435CBE1D9D4FA6DF5286150E1CCD869E495,100009
de.rockantenne.android,Ad4Screen,0EB3DFECBB2F3FA97A0008AC631401682BEDCFD0260ED2E85C605FB578E19B25,935
it.marieclaire.mcmaison,Ad4Screen,109B560B432883386F6932D8674CBD30DE06D2852B5765C01BE97F9139DB6D11,21
com.tecnichenuove.arketipo,Ad4Screen,1100A0A696177D3B0048D20FCD15BD80F2393CF0F54C2E744552094C43C987F0,100008
de.radio.getpodcast,Ad4Screen,144C1D0189B2C53112279761DA46F01DE1F3794E26ACC4A7C3178FE38BEACB75,7025
fr.banquepopulaire.cyberplus,Ad4Screen,1565921DB965DE416DDE334341B4A810D331990DEC3247225B26E26CF04C2DC0,93603
cat.esport3.eng,Ad4Screen,15A221136D9163A67F70E6A7FCA194F4ADE70E8665CBCCF6D6FAF6C2F5C16587,2022022215
it.rcs.lalettura,Ad4Screen,16382AED5DD7CBF645BB26D7121BEA51814743EF26276E25AE8427A1A47E2B4E,55
com.amn.amnone,Ad4Screen,180149B8E0FFDB69BAD8956257AC4FCC49D36245B24F8892CC3092C6ACC9E51E,81
com.gmf.android,Ad4Screen,19E1AF0BD50411FBDE5B5F0B9064DC5C4629AA5F7C4A9070F932F4B7CBAF6C91,8868
